codigo_ibge,nome_municipio,ano,semana_epidemiologica,numero_casos,data_semana,arquivo_origem
510080,Apiacás,2025,39,0,2025-09-21,DENGBR25-MT.prn
510080,Apiacás,2025,40,0,2025-09-28,DENGBR25-MT.prn
510080,Apiacás,2025,41,0,2025-10-05,DENGBR25-MT.prn
510080,Apiacás,2025,42,0,2025-10-12,DENGBR25-MT.prn
510100,Araguaiana,2025,1,11,2024-12-29,DENGBR25-MT.prn
510100,Araguaiana,2025,2,10,2025-01-05,DENGBR25-MT.prn
510100,Araguaiana,2025,3,23,2025-01-12,DENGBR25-MT.prn
510100,Araguaiana,2025,4,21,2025-01-19,DENGBR25-MT.prn
510100,Araguaiana,2025,5,13,2025-01-26,DENGBR25-MT.prn
510100,Araguaiana,2025,6,6,2025-02-02,DENGBR25-MT.prn
510100,Araguaiana,2025,7,10,2025-02-09,DENGBR25-MT.prn
510100,Araguaiana,2025,8,9,2025-02-16,DENGBR25-MT.prn
510100,Araguaiana,2025,9,2,2025-02-23,DENGBR25-MT.prn
510100,Araguaiana,2025,10,2,2025-03-02,DENGBR25-MT.prn
510100,Araguaiana,2025,11,3,2025-03-09,DENGBR25-MT.prn
510100,Araguaiana,2025,12,2,2025-03-16,DENGBR25-MT.prn
510100,Araguaiana,2025,13,2,2025-03-23,DENGBR25-MT.prn
510100,Araguaiana,2025,14,2,2025-03-30,DENGBR25-MT.prn
510100,Araguaiana,2025,15,4,2025-04-06,DENGBR25-MT.prn
510100,Araguaiana,2025,16,3,2025-04-13,DENGBR25-MT.prn
510100,Araguaiana,2025,17,7,2025-04-20,DENGBR25-MT.prn
510100,Araguaiana,2025,18,4,2025-04-27,DENGBR25-MT.prn
510100,Araguaiana,2025,19,2,2025-05-04,DENGBR25-MT.prn
510100,Araguaiana,2025,20,4,2025-05-11,DENGBR25-MT.prn
510100,Araguaiana,2025,21,4,2025-05-18,DENGBR25-MT.prn
510100,Araguaiana,2025,22,2,2025-05-25,DENGBR25-MT.prn
510100,Araguaiana,2025,23,0,2025-06-01,DENGBR25-MT.prn
510100,Araguaiana,2025,24,1,2025-06-08,DENGBR25-MT.prn
510100,Araguaiana,2025,25,0,2025-06-15,DENGBR25-MT.prn
510100,Araguaiana,2025,26,1,2025-06-22,DENGBR25-MT.prn
510100,Araguaiana,2025,27,1,2025-06-29,DENGBR25-MT.prn
510100,Araguaiana,2025,28,0,2025-07-06,DENGBR25-MT.prn
510100,Araguaiana,2025,29,1,2025-07-13,DENGBR25-MT.prn
510100,Araguaiana,2025,30,1,2025-07-20,DENGBR25-MT.prn
510100,Araguaiana,2025,31,0,2025-07-27,DENGBR25-MT.prn
510100,Araguaiana,2025,32,1,2025-08-03,DENGBR25-MT.prn
510100,Araguaiana,2025,33,2,2025-08-10,DENGBR25-MT.prn
510100,Araguaiana,2025,34,0,2025-08-17,DENGBR25-MT.prn
510100,Araguaiana,2025,35,0,2025-08-24,DENGBR25-MT.prn
510100,Araguaiana,2025,36,3,2025-08-31,DENGBR25-MT.prn
510100,Araguaiana,2025,37,0,2025-09-07,DENGBR25-MT.prn
510100,Araguaiana,2025,38,0,2025-09-14,DENGBR25-MT.prn
510100,Araguaiana,2025,39,0,2025-09-21,DENGBR25-MT.prn
510100,Araguaiana,2025,40,0,2025-09-28,DENGBR25-MT.prn
510100,Araguaiana,2025,41,0,2025-10-05,DENGBR25-MT.prn
510100,Araguaiana,2025,42,0,2025-10-12,DENGBR25-MT.prn
510120,Araguainha,2025,1,0,2024-12-29,DENGBR25-MT.prn
510120,Araguainha,2025,2,0,2025-01-05,DENGBR25-MT.prn
510120,Araguainha,2025,3,0,2025-01-12,DENGBR25-MT.prn
510120,Araguainha,2025,4,0,2025-01-19,DENGBR25-MT.prn
510120,Araguainha,2025,5,0,2025-01-26,DENGBR25-MT.prn
510120,Araguainha,2025,6,0,2025-02-02,DENGBR25-MT.prn
510120,Araguainha,2025,7,1,2025-02-09,DENGBR25-MT.prn
510120,Araguainha,2025,8,0,2025-02-16,DENGBR25-MT.prn
510120,Araguainha,2025,9,0,2025-02-23,DENGBR25-MT.prn
510120,Araguainha,2025,10,0,2025-03-02,DENGBR25-MT.prn
510120,Araguainha,2025,11,0,2025-03-09,DENGBR25-MT.prn
510120,Araguainha,2025,12,0,2025-03-16,DENGBR25-MT.prn
510120,Araguainha,2025,13,0,2025-03-23,DENGBR25-MT.prn
510120,Araguainha,2025,14,0,2025-03-30,DENGBR25-MT.prn
510120,Araguainha,2025,15,0,2025-04-06,DENGBR25-MT.prn
510120,Araguainha,2025,16,0,2025-04-13,DENGBR25-MT.prn
510120,Araguainha,2025,17,0,2025-04-20,DENGBR25-MT.prn
510120,Araguainha,2025,18,1,2025-04-27,DENGBR25-MT.prn
510120,Araguainha,2025,19,0,2025-05-04,DENGBR25-MT.prn
510120,Araguainha,2025,20,0,2025-05-11,DENGBR25-MT.prn
510120,Araguainha,2025,21,0,2025-05-18,DENGBR25-MT.prn
510120,Araguainha,2025,22,0,2025-05-25,DENGBR25-MT.prn
510120,Araguainha,2025,23,0,2025-06-01,DENGBR25-MT.prn
510120,Araguainha,2025,24,0,2025-06-08,DENGBR25-MT.prn
510120,Araguainha,2025,25,0,2025-06-15,DENGBR25-MT.prn
510120,Araguainha,2025,26,0,2025-06-22,DENGBR25-MT.prn
510120,Araguainha,2025,27,0,2025-06-29,DENGBR25-MT.prn
510120,Araguainha,2025,28,0,2025-07-06,DENGBR25-MT.prn
510120,Araguainha,2025,29,0,2025-07-13,DENGBR25-MT.prn
510120,Araguainha,2025,30,0,2025-07-20,DENGBR25-MT.prn
510120,Araguainha,2025,31,0,2025-07-27,DENGBR25-MT.prn
510120,Araguainha,2025,32,0,2025-08-03,DENGBR25-MT.prn
510120,Araguainha,2025,33,0,2025-08-10,DENGBR25-MT.prn
510120,Araguainha,2025,34,0,2025-08-17,DENGBR25-MT.prn
510120,Araguainha,2025,35,0,2025-08-24,DENGBR25-MT.prn
510120,Araguainha,2025,36,3,2025-08-31,DENGBR25-MT.prn
510120,Araguainha,2025,37,4,2025-09-07,DENGBR25-MT.prn
510120,Araguainha,2025,38,0,2025-09-14,DENGBR25-MT.prn
510120,Araguainha,2025,39,0,2025-09-21,DENGBR25-MT.prn
510120,Araguainha,2025,40,0,2025-09-28,DENGBR25-MT.prn
510120,Araguainha,2025,41,0,2025-10-05,DENGBR25-MT.prn
510120,Araguainha,2025,42,0,2025-10-12,DENGBR25-MT.prn
510125,Araputanga,2025,1,2,2024-12-29,DENGBR25-MT.prn
510125,Araputanga,2025,2,18,2025-01-05,DENGBR25-MT.prn
510125,Araputanga,2025,3,17,2025-01-12,DENGBR25-MT.prn
510125,Araputanga,2025,4,13,2025-01-19,DENGBR25-MT.prn
510125,Araputanga,2025,5,19,2025-01-26,DENGBR25-MT.prn
510125,Araputanga,2025,6,8,2025-02-02,DENGBR25-MT.prn
510125,Araputanga,2025,7,19,2025-02-09,DENGBR25-MT.prn
510125,Araputanga,2025,8,35,2025-02-16,DENGBR25-MT.prn
510125,Araputanga,2025,9,18,2025-02-23,DENGBR25-MT.prn
510125,Araputanga,2025,10,26,2025-03-02,DENGBR25-MT.prn
510125,Araputanga,2025,11,31,2025-03-09,DENGBR25-MT.prn
510125,Araputanga,2025,12,21,2025-03-16,DENGBR25-MT.prn
510125,Araputanga,2025,13,18,2025-03-23,DENGBR25-MT.prn
510125,Araputanga,2025,14,16,2025-03-30,DENGBR25-MT.prn
510125,Araputanga,2025,15,10,2025-04-06,DENGBR25-MT.prn
510125,Araputanga,2025,16,16,2025-04-13,DENGBR25-MT.prn
510125,Araputanga,2025,17,15,2025-04-20,DENGBR25-MT.prn
510125,Araputanga,2025,18,14,2025-04-27,DENGBR25-MT.prn
510125,Araputanga,2025,19,18,2025-05-04,DENGBR25-MT.prn
510125,Araputanga,2025,20,16,2025-05-11,DENGBR25-MT.prn
510125,Araputanga,2025,21,20,2025-05-18,DENGBR25-MT.prn
510125,Araputanga,2025,22,22,2025-05-25,DENGBR25-MT.prn
510125,Araputanga,2025,23,17,2025-06-01,DENGBR25-MT.prn
510125,Araputanga,2025,24,12,2025-06-08,DENGBR25-MT.prn
510125,Araputanga,2025,25,15,2025-06-15,DENGBR25-MT.prn
510125,Araputanga,2025,26,17,2025-06-22,DENGBR25-MT.prn
510125,Araputanga,2025,27,20,2025-06-29,DENGBR25-MT.prn
510125,Araputanga,2025,28,12,2025-07-06,DENGBR25-MT.prn
510125,Araputanga,2025,29,11,2025-07-13,DENGBR25-MT.prn
510125,Araputanga,2025,30,15,2025-07-20,DENGBR25-MT.prn
510125,Araputanga,2025,31,7,2025-07-27,DENGBR25-MT.prn
510125,Araputanga,2025,32,5,2025-08-03,DENGBR25-MT.prn
510125,Araputanga,2025,33,3,2025-08-10,DENGBR25-MT.prn
510125,Araputanga,2025,34,5,2025-08-17,DENGBR25-MT.prn
510125,Araputanga,2025,35,1,2025-08-24,DENGBR25-MT.prn
510125,Araputanga,2025,36,5,2025-08-31,DENGBR25-MT.prn
510125,Araputanga,2025,37,3,2025-09-07,DENGBR25-MT.prn
510125,Araputanga,2025,38,1,2025-09-14,DENGBR25-MT.prn
510125,Araputanga,2025,39,5,2025-09-21,DENGBR25-MT.prn
510125,Araputanga,2025,40,2,2025-09-28,DENGBR25-MT.prn
510125,Araputanga,2025,41,1,2025-10-05,DENGBR25-MT.prn
510125,Araputanga,2025,42,0,2025-10-12,DENGBR25-MT.prn
510130,Arenápolis,2025,1,0,2024-12-29,DENGBR25-MT.prn
510130,Arenápolis,2025,2,2,2025-01-05,DENGBR25-MT.prn
510130,Arenápolis,2025,3,4,2025-01-12,DENGBR25-MT.prn
510130,Arenápolis,2025,4,7,2025-01-19,DENGBR25-MT.prn
510130,Arenápolis,2025,5,6,2025-01-26,DENGBR25-MT.prn
510130,Arenápolis,2025,6,1,2025-02-02,DENGBR25-MT.prn
510130,Arenápolis,2025,7,8,2025-02-09,DENGBR25-MT.prn
510130,Arenápolis,2025,8,3,2025-02-16,DENGBR25-MT.prn
510130,Arenápolis,2025,9,4,2025-02-23,DENGBR25-MT.prn
510130,Arenápolis,2025,10,5,2025-03-02,DENGBR25-MT.prn
510130,Arenápolis,2025,11,8,2025-03-09,DENGBR25-MT.prn
510130,Arenápolis,2025,12,3,2025-03-16,DENGBR25-MT.prn
510130,Arenápolis,2025,13,2,2025-03-23,DENGBR25-MT.prn
510130,Arenápolis,2025,14,0,2025-03-30,DENGBR25-MT.prn
510130,Arenápolis,2025,15,6,2025-04-06,DENGBR25-MT.prn
510130,Arenápolis,2025,16,2,2025-04-13,DENGBR25-MT.prn
510130,Arenápolis,2025,17,1,2025-04-20,DENGBR25-MT.prn
510130,Arenápolis,2025,18,0,2025-04-27,DENGBR25-MT.prn
510130,Arenápolis,2025,19,3,2025-05-04,DENGBR25-MT.prn
510130,Arenápolis,2025,20,7,2025-05-11,DENGBR25-MT.prn
510130,Arenápolis,2025,21,3,2025-05-18,DENGBR25-MT.prn
510130,Arenápolis,2025,22,2,2025-05-25,DENGBR25-MT.prn
510130,Arenápolis,2025,23,1,2025-06-01,DENGBR25-MT.prn
510130,Arenápolis,2025,24,1,2025-06-08,DENGBR25-MT.prn
510130,Arenápolis,2025,25,1,2025-06-15,DENGBR25-MT.prn
510130,Arenápolis,2025,26,2,2025-06-22,DENGBR25-MT.prn
510130,Arenápolis,2025,27,0,2025-06-29,DENGBR25-MT.prn
510130,Arenápolis,2025,28,1,2025-07-06,DENGBR25-MT.prn
510130,Arenápolis,2025,29,0,2025-07-13,DENGBR25-MT.prn
510130,Arenápolis,2025,30,0,2025-07-20,DENGBR25-MT.prn
510130,Arenápolis,2025,31,1,2025-07-27,DENGBR25-MT.prn
510130,Arenápolis,2025,32,1,2025-08-03,DENGBR25-MT.prn
510130,Arenápolis,2025,33,1,2025-08-10,DENGBR25-MT.prn
510130,Arenápolis,2025,34,0,2025-08-17,DENGBR25-MT.prn
510130,Arenápolis,2025,35,0,2025-08-24,DENGBR25-MT.prn
510130,Arenápolis,2025,36,0,2025-08-31,DENGBR25-MT.prn
510130,Arenápolis,2025,37,0,2025-09-07,DENGBR25-MT.prn
510130,Arenápolis,2025,38,0,2025-09-14,DENGBR25-MT.prn
510130,Arenápolis,2025,39,0,2025-09-21,DENGBR25-MT.prn
510130,Arenápolis,2025,40,0,2025-09-28,DENGBR25-MT.prn
510130,Arenápolis,2025,41,0,2025-10-05,DENGBR25-MT.prn
510130,Arenápolis,2025,42,0,2025-10-12,DENGBR25-MT.prn
510140,Aripuanã,2025,1,1,2024-12-29,DENGBR25-MT.prn
510140,Aripuanã,2025,2,9,2025-01-05,DENGBR25-MT.prn
510140,Aripuanã,2025,3,1,2025-01-12,DENGBR25-MT.prn
510140,Aripuanã,2025,4,2,2025-01-19,DENGBR25-MT.prn
510140,Aripuanã,2025,5,8,2025-01-26,DENGBR25-MT.prn
510140,Aripuanã,2025,6,5,2025-02-02,DENGBR25-MT.prn
510140,Aripuanã,2025,7,11,2025-02-09,DENGBR25-MT.prn
510140,Aripuanã,2025,8,9,2025-02-16,DENGBR25-MT.prn
510140,Aripuanã,2025,9,4,2025-02-23,DENGBR25-MT.prn
510140,Aripuanã,2025,10,4,2025-03-02,DENGBR25-MT.prn
510140,Aripuanã,2025,11,17,2025-03-09,DENGBR25-MT.prn
510140,Aripuanã,2025,12,11,2025-03-16,DENGBR25-MT.prn
510140,Aripuanã,2025,13,18,2025-03-23,DENGBR25-MT.prn
510140,Aripuanã,2025,14,17,2025-03-30,DENGBR25-MT.prn
510140,Aripuanã,2025,15,9,2025-04-06,DENGBR25-MT.prn
510140,Aripuanã,2025,16,4,2025-04-13,DENGBR25-MT.prn
510140,Aripuanã,2025,17,8,2025-04-20,DENGBR25-MT.prn
510140,Aripuanã,2025,18,9,2025-04-27,DENGBR25-MT.prn
510140,Aripuanã,2025,19,6,2025-05-04,DENGBR25-MT.prn
510140,Aripuanã,2025,20,7,2025-05-11,DENGBR25-MT.prn
510140,Aripuanã,2025,21,14,2025-05-18,DENGBR25-MT.prn
510140,Aripuanã,2025,22,7,2025-05-25,DENGBR25-MT.prn
510140,Aripuanã,2025,23,6,2025-06-01,DENGBR25-MT.prn
510140,Aripuanã,2025,24,9,2025-06-08,DENGBR25-MT.prn
510140,Aripuanã,2025,25,3,2025-06-15,DENGBR25-MT.prn
510140,Aripuanã,2025,26,0,2025-06-22,DENGBR25-MT.prn
510140,Aripuanã,2025,27,3,2025-06-29,DENGBR25-MT.prn
510140,Aripuanã,2025,28,2,2025-07-06,DENGBR25-MT.prn
510140,Aripuanã,2025,29,1,2025-07-13,DENGBR25-MT.prn
510140,Aripuanã,2025,30,0,2025-07-20,DENGBR25-MT.prn
510140,Aripuanã,2025,31,1,2025-07-27,DENGBR25-MT.prn
510140,Aripuanã,2025,32,2,2025-08-03,DENGBR25-MT.prn
510140,Aripuanã,2025,33,1,2025-08-10,DENGBR25-MT.prn
510140,Aripuanã,2025,34,1,2025-08-17,DENGBR25-MT.prn
510140,Aripuanã,2025,35,0,2025-08-24,DENGBR25-MT.prn
510140,Aripuanã,2025,36,1,2025-08-31,DENGBR25-MT.prn
510140,Aripuanã,2025,37,0,2025-09-07,DENGBR25-MT.prn
510140,Aripuanã,2025,38,0,2025-09-14,DENGBR25-MT.prn
510140,Aripuanã,2025,39,0,2025-09-21,DENGBR25-MT.prn
510140,Aripuanã,2025,40,0,2025-09-28,DENGBR25-MT.prn
510140,Aripuanã,2025,41,0,2025-10-05,DENGBR25-MT.prn
510140,Aripuanã,2025,42,0,2025-10-12,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,1,0,2024-12-29,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,2,3,2025-01-05,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,3,3,2025-01-12,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,4,0,2025-01-19,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,5,3,2025-01-26,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,6,3,2025-02-02,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,7,1,2025-02-09,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,8,0,2025-02-16,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,9,1,2025-02-23,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,10,0,2025-03-02,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,11,0,2025-03-09,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,12,0,2025-03-16,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,13,0,2025-03-23,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,14,0,2025-03-30,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,15,0,2025-04-06,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,16,0,2025-04-13,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,17,0,2025-04-20,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,18,0,2025-04-27,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,19,0,2025-05-04,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,20,0,2025-05-11,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,21,0,2025-05-18,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,22,0,2025-05-25,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,23,0,2025-06-01,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,24,0,2025-06-08,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,25,0,2025-06-15,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,26,0,2025-06-22,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,27,0,2025-06-29,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,28,0,2025-07-06,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,29,0,2025-07-13,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,30,0,2025-07-20,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,31,0,2025-07-27,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,32,0,2025-08-03,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,33,0,2025-08-10,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,34,0,2025-08-17,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,35,0,2025-08-24,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,36,0,2025-08-31,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,37,0,2025-09-07,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,38,0,2025-09-14,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,39,0,2025-09-21,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,40,0,2025-09-28,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,41,0,2025-10-05,DENGBR25-MT.prn
510160,Barão de Melgaço,2025,42,0,2025-10-12,DENGBR25-MT.prn
510170,Barra do Bugres,2025,1,0,2024-12-29,DENGBR25-MT.prn
510170,Barra do Bugres,2025,2,2,2025-01-05,DENGBR25-MT.prn
510170,Barra do Bugres,2025,3,0,2025-01-12,DENGBR25-MT.prn
510170,Barra do Bugres,2025,4,0,2025-01-19,DENGBR25-MT.prn
510170,Barra do Bugres,2025,5,1,2025-01-26,DENGBR25-MT.prn
510170,Barra do Bugres,2025,6,0,2025-02-02,DENGBR25-MT.prn
510170,Barra do Bugres,2025,7,0,2025-02-09,DENGBR25-MT.prn
510170,Barra do Bugres,2025,8,2,2025-02-16,DENGBR25-MT.prn
510170,Barra do Bugres,2025,9,0,2025-02-23,DENGBR25-MT.prn
510170,Barra do Bugres,2025,10,1,2025-03-02,DENGBR25-MT.prn
510170,Barra do Bugres,2025,11,1,2025-03-09,DENGBR25-MT.prn
510170,Barra do Bugres,2025,12,2,2025-03-16,DENGBR25-MT.prn
510170,Barra do Bugres,2025,13,0,2025-03-23,DENGBR25-MT.prn
510170,Barra do Bugres,2025,14,0,2025-03-30,DENGBR25-MT.prn
510170,Barra do Bugres,2025,15,0,2025-04-06,DENGBR25-MT.prn
510170,Barra do Bugres,2025,16,0,2025-04-13,DENGBR25-MT.prn
510170,Barra do Bugres,2025,17,1,2025-04-20,DENGBR25-MT.prn
510170,Barra do Bugres,2025,18,2,2025-04-27,DENGBR25-MT.prn
510170,Barra do Bugres,2025,19,1,2025-05-04,DENGBR25-MT.prn
510170,Barra do Bugres,2025,20,1,2025-05-11,DENGBR25-MT.prn
510170,Barra do Bugres,2025,21,1,2025-05-18,DENGBR25-MT.prn
510170,Barra do Bugres,2025,22,0,2025-05-25,DENGBR25-MT.prn
510170,Barra do Bugres,2025,23,0,2025-06-01,DENGBR25-MT.prn
510170,Barra do Bugres,2025,24,0,2025-06-08,DENGBR25-MT.prn
510170,Barra do Bugres,2025,25,1,2025-06-15,DENGBR25-MT.prn
510170,Barra do Bugres,2025,26,0,2025-06-22,DENGBR25-MT.prn
510170,Barra do Bugres,2025,27,1,2025-06-29,DENGBR25-MT.prn
510170,Barra do Bugres,2025,28,0,2025-07-06,DENGBR25-MT.prn
510170,Barra do Bugres,2025,29,0,2025-07-13,DENGBR25-MT.prn
510170,Barra do Bugres,2025,30,0,2025-07-20,DENGBR25-MT.prn
510170,Barra do Bugres,2025,31,0,2025-07-27,DENGBR25-MT.prn
510170,Barra do Bugres,2025,32,0,2025-08-03,DENGBR25-MT.prn
510170,Barra do Bugres,2025,33,0,2025-08-10,DENGBR25-MT.prn
510170,Barra do Bugres,2025,34,1,2025-08-17,DENGBR25-MT.prn
510170,Barra do Bugres,2025,35,0,2025-08-24,DENGBR25-MT.prn
510170,Barra do Bugres,2025,36,0,2025-08-31,DENGBR25-MT.prn
510170,Barra do Bugres,2025,37,0,2025-09-07,DENGBR25-MT.prn
510170,Barra do Bugres,2025,38,0,2025-09-14,DENGBR25-MT.prn
510170,Barra do Bugres,2025,39,0,2025-09-21,DENGBR25-MT.prn
510170,Barra do Bugres,2025,40,0,2025-09-28,DENGBR25-MT.prn
510170,Barra do Bugres,2025,41,0,2025-10-05,DENGBR25-MT.prn
510170,Barra do Bugres,2025,42,0,2025-10-12,DENGBR25-MT.prn
510180,Barra do Garças,2025,1,0,2024-12-29,DENGBR25-MT.prn
510180,Barra do Garças,2025,2,5,2025-01-05,DENGBR25-MT.prn
510180,Barra do Garças,2025,3,10,2025-01-12,DENGBR25-MT.prn
510180,Barra do Garças,2025,4,9,2025-01-19,DENGBR25-MT.prn
510180,Barra do Garças,2025,5,17,2025-01-26,DENGBR25-MT.prn
510180,Barra do Garças,2025,6,11,2025-02-02,DENGBR25-MT.prn
510180,Barra do Garças,2025,7,17,2025-02-09,DENGBR25-MT.prn
510180,Barra do Garças,2025,8,33,2025-02-16,DENGBR25-MT.prn
510180,Barra do Garças,2025,9,34,2025-02-23,DENGBR25-MT.prn
510180,Barra do Garças,2025,10,12,2025-03-02,DENGBR25-MT.prn
510180,Barra do Garças,2025,11,17,2025-03-09,DENGBR25-MT.prn
510180,Barra do Garças,2025,12,13,2025-03-16,DENGBR25-MT.prn
510180,Barra do Garças,2025,13,15,2025-03-23,DENGBR25-MT.prn
510180,Barra do Garças,2025,14,15,2025-03-30,DENGBR25-MT.prn
510180,Barra do Garças,2025,15,11,2025-04-06,DENGBR25-MT.prn
510180,Barra do Garças,2025,16,8,2025-04-13,DENGBR25-MT.prn
510180,Barra do Garças,2025,17,8,2025-04-20,DENGBR25-MT.prn
510180,Barra do Garças,2025,18,8,2025-04-27,DENGBR25-MT.prn
510180,Barra do Garças,2025,19,12,2025-05-04,DENGBR25-MT.prn
510180,Barra do Garças,2025,20,15,2025-05-11,DENGBR25-MT.prn
510180,Barra do Garças,2025,21,11,2025-05-18,DENGBR25-MT.prn
510180,Barra do Garças,2025,22,15,2025-05-25,DENGBR25-MT.prn
510180,Barra do Garças,2025,23,19,2025-06-01,DENGBR25-MT.prn
510180,Barra do Garças,2025,24,14,2025-06-08,DENGBR25-MT.prn
510180,Barra do Garças,2025,25,16,2025-06-15,DENGBR25-MT.prn
510180,Barra do Garças,2025,26,14,2025-06-22,DENGBR25-MT.prn
510180,Barra do Garças,2025,27,8,2025-06-29,DENGBR25-MT.prn
510180,Barra do Garças,2025,28,5,2025-07-06,DENGBR25-MT.prn
510180,Barra do Garças,2025,29,8,2025-07-13,DENGBR25-MT.prn
510180,Barra do Garças,2025,30,6,2025-07-20,DENGBR25-MT.prn
510180,Barra do Garças,2025,31,8,2025-07-27,DENGBR25-MT.prn
510180,Barra do Garças,2025,32,13,2025-08-03,DENGBR25-MT.prn
510180,Barra do Garças,2025,33,6,2025-08-10,DENGBR25-MT.prn
510180,Barra do Garças,2025,34,6,2025-08-17,DENGBR25-MT.prn
510180,Barra do Garças,2025,35,7,2025-08-24,DENGBR25-MT.prn
510180,Barra do Garças,2025,36,3,2025-08-31,DENGBR25-MT.prn
510180,Barra do Garças,2025,37,7,2025-09-07,DENGBR25-MT.prn
510180,Barra do Garças,2025,38,7,2025-09-14,DENGBR25-MT.prn
510180,Barra do Garças,2025,39,2,2025-09-21,DENGBR25-MT.prn
510180,Barra do Garças,2025,40,3,2025-09-28,DENGBR25-MT.prn
510180,Barra do Garças,2025,41,4,2025-10-05,DENGBR25-MT.prn
510180,Barra do Garças,2025,42,3,2025-10-12,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,1,12,2024-12-29,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,2,37,2025-01-05,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,3,24,2025-01-12,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,4,30,2025-01-19,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,5,7,2025-01-26,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,6,9,2025-02-02,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,7,4,2025-02-09,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,8,0,2025-02-16,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,9,0,2025-02-23,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,10,0,2025-03-02,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,11,0,2025-03-09,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,12,0,2025-03-16,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,13,0,2025-03-23,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,14,0,2025-03-30,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,15,0,2025-04-06,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,16,0,2025-04-13,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,17,0,2025-04-20,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,18,0,2025-04-27,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,19,0,2025-05-04,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,20,0,2025-05-11,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,21,0,2025-05-18,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,22,0,2025-05-25,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,23,0,2025-06-01,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,24,0,2025-06-08,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,25,0,2025-06-15,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,26,0,2025-06-22,DENGBR25-MT.prn
510185,Bom Jesus do Araguaia,2025,27,0,2025-06-29,DENGBR25-MT.prn
